sample	bampath	samplePASS	bamUSE
C559_A1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_A1_G4_R1-GRCh38.bam	PASS	USE
C559_A1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_A1_G5_R1-GRCh38.bam	PASS	USE
C559_A1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_A1_G6_R1-GRCh38.bam	PASS	USE
C559_A1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_A1_G7_R1-GRCh38.bam	PASS	USE
C559_A1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_A1_G8_R1-GRCh38.bam	PASS	USE
C559_A1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_A1_G9_R1-GRCh38.bam	PASS	USE
C559_B1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_B1_B1_R1-GRCh38.bam	PASS	USE
C559_B1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_B1_G10_R1-GRCh38.bam	PASS	USE
C559_B1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_B1_G1_R1-GRCh38.bam	PASS	USE
C559_B1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_B1_G2_R1-GRCh38.bam	PASS	USE
C559_B1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_B1_G3_R1-GRCh38.bam	PASS	USE
C559_B1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_B1_G4_R1-GRCh38.bam	PASS	USE
C559_B1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_B1_G5_R1-GRCh38.bam	PASS	USE
C559_B1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_B1_G6_R1-GRCh38.bam	FAIL	NO
C559_B1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_B1_G7_R1-GRCh38.bam	PASS	USE
C559_B1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_B1_G8_R1-GRCh38.bam	PASS	USE
C559_B1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_B1_G9_R1-GRCh38.bam	PASS	USE
C559_C1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_C1_B1_R1-GRCh38.bam	PASS	USE
C559_C1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_C1_G10_R1-GRCh38.bam	PASS	USE
C559_C1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_C1_G1_R1-GRCh38.bam	PASS	USE
C559_C1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_C1_G2_R1-GRCh38.bam	PASS	USE
C559_C1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_C1_G3_R1-GRCh38.bam	PASS	USE
C559_C1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_C1_G4_R1-GRCh38.bam	PASS	USE
C559_C1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_C1_G5_R1-GRCh38.bam	PASS	USE
C559_C1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_C1_G6_R1-GRCh38.bam	PASS	USE
C559_C1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_C1_G7_R1-GRCh38.bam	PASS	USE
C559_C1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_C1_G8_R1-GRCh38.bam	PASS	USE
C559_C1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_C1_G9_R1-GRCh38.bam	PASS	USE
C559_D1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_D1_B1_R1-GRCh38.bam	FAIL	NO
C559_D1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_D1_G10_R1-GRCh38.bam	PASS	USE
C559_D1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_D1_G1_R1-GRCh38.bam	PASS	USE
C559_D1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_D1_G2_R1-GRCh38.bam	FAIL	NO
C559_D1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_D1_G3_R1-GRCh38.bam	FAIL	NO
C559_D1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_D1_G4_R1-GRCh38.bam	PASS	USE
C559_D1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_D1_G5_R1-GRCh38.bam	PASS	USE
C559_D1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_D1_G6_R1-GRCh38.bam	FAIL	NO
C559_D1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_D1_G7_R1-GRCh38.bam	FAIL	NO
C559_D1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_D1_G8_R1-GRCh38.bam	FAIL	NO
C559_D1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_D1_G9_R1-GRCh38.bam	PASS	USE
C559_E1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_E1_B1_R1-GRCh38.bam	PASS	COMBINE
C559_E1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_E1_B1_R2-GRCh38.bam	PASS	COMBINE
C559_E1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_E1_G1_R1-GRCh38.bam	FAIL	NO
C559_E1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_E1_G2_R1-GRCh38.bam	FAIL	NO
C559_E1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C559/rna/star_alignment/validated/EPICC_C559_E1_G3_R1-GRCh38.bam	PASS	USE
C560_A1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_A1_B1_R1-GRCh38.bam	PASS	NO
C560_A1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_A1_B1_R2-GRCh38.bam	PASS	USE
C560_A1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_A1_G10_R1-GRCh38.bam	FAIL	NO
C560_A1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_A1_G1_R1-GRCh38.bam	FAIL	NO
C560_A1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_A1_G2_R1-GRCh38.bam	FAIL	NO
C560_A1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_A1_G2_R2-GRCh38.bam	FAIL	NO
C560_A1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_A1_G3_R1-GRCh38.bam	PASS	USE
C560_A1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_A1_G4_R1-GRCh38.bam	FAIL	NO
C560_A1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_A1_G5_R1-GRCh38.bam	PASS	NO
C560_A1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_A1_G5_R2-GRCh38.bam	PASS	USE
C560_A1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_A1_G6_R1-GRCh38.bam	FAIL	NO
C560_A1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_A1_G7_R1-GRCh38.bam	FAIL	NO
C560_A1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_A1_G8_R1-GRCh38.bam	FAIL	NO
C560_A1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_A1_G9_R1-GRCh38.bam	PASS	USE
C560_B1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_B1_B1_R1-GRCh38.bam	FAIL	NO
C560_B1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_B1_B1_R2-GRCh38.bam	FAIL	NO
C560_B1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_B1_G4_R1-GRCh38.bam	PASS	USE
C560_B1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_B1_G6_R1-GRCh38.bam	PASS	USE
C560_C1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_C1_B1_R1-GRCh38.bam	PASS	USE
C560_C1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_C1_G10_R1-GRCh38.bam	PASS	USE
C560_C1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_C1_G1_R1-GRCh38.bam	FAIL	NO
C560_C1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_C1_G2_R1-GRCh38.bam	PASS	USE
C560_C1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_C1_G3_R1-GRCh38.bam	FAIL	NO
C560_C1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_C1_G4_R1-GRCh38.bam	PASS	USE
C560_C1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_C1_G5_R1-GRCh38.bam	PASS	USE
C560_C1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_C1_G7_R1-GRCh38.bam	PASS	USE
C560_C1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_C1_G9_R1-GRCh38.bam	FAIL	NO
C560_D1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_D1_B1_R1-GRCh38.bam	FAIL	NO
C560_D1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_D1_G10_R1-GRCh38.bam	FAIL	NO
C560_D1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_D1_G1_R1-GRCh38.bam	FAIL	NO
C560_D1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_D1_G2_R1-GRCh38.bam	FAIL	NO
C560_D1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_D1_G3_R1-GRCh38.bam	FAIL	NO
C560_D1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_D1_G4_R1-GRCh38.bam	FAIL	NO
C560_D1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_D1_G5_R1-GRCh38.bam	FAIL	NO
C560_D1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_D1_G6_R1-GRCh38.bam	FAIL	NO
C560_D1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_D1_G7_R1-GRCh38.bam	FAIL	NO
C560_D1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_D1_G8_R1-GRCh38.bam	FAIL	NO
C560_D1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_D1_G9_R1-GRCh38.bam	FAIL	NO
C560_E1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_E1_B1_R1-GRCh38.bam	PASS	NO
C560_E1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_E1_B1_R2-GRCh38.bam	PASS	USE
C560_E1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C560/rna/star_alignment/validated/EPICC_C560_E1_G3_R1-GRCh38.bam	PASS	USE
C561_A1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_A1_B1_R1-GRCh38.bam	FAIL	NO
C561_A1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_A1_B1_R2-GRCh38.bam	FAIL	NO
C561_A1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_A1_G10_R1-GRCh38.bam	PASS	USE
C561_A1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_A1_G1_R1-GRCh38.bam	FAIL	NO
C561_A1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_A1_G2_R1-GRCh38.bam	PASS	USE
C561_A1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_A1_G3_R1-GRCh38.bam	PASS	USE
C561_A1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_A1_G4_R1-GRCh38.bam	PASS	USE
C561_A1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_A1_G5_R1-GRCh38.bam	FAIL	NO
C561_A1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_A1_G6_R1-GRCh38.bam	FAIL	NO
C561_A1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_A1_G7_R1-GRCh38.bam	PASS	USE
C561_A1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_A1_G8_R1-GRCh38.bam	FAIL	NO
C561_A1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_A1_G9_R1-GRCh38.bam	FAIL	NO
C561_B1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_B1_B1_R1-GRCh38.bam	FAIL	NO
C561_B1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_B1_G10_R1-GRCh38.bam	FAIL	NO
C561_B1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_B1_G1_R1-GRCh38.bam	FAIL	NO
C561_B1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_B1_G2_R1-GRCh38.bam	FAIL	NO
C561_B1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_B1_G2_R2-GRCh38.bam	FAIL	NO
C561_B1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_B1_G3_R1-GRCh38.bam	PASS	NO
C561_B1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_B1_G3_R2-GRCh38.bam	PASS	USE
C561_B1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_B1_G4_R1-GRCh38.bam	FAIL	NO
C561_B1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_B1_G4_R2-GRCh38.bam	FAIL	NO
C561_B1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_B1_G5_R1-GRCh38.bam	FAIL	NO
C561_B1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_B1_G6_R1-GRCh38.bam	FAIL	NO
C561_B1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_B1_G6_R2-GRCh38.bam	FAIL	NO
C561_B1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_B1_G7_R1-GRCh38.bam	FAIL	NO
C561_B1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_B1_G8_R1-GRCh38.bam	FAIL	NO
C561_B1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_B1_G8_R2-GRCh38.bam	FAIL	NO
C561_B1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_B1_G9_R1-GRCh38.bam	FAIL	NO
C561_C1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_C1_B1_R1-GRCh38.bam	FAIL	NO
C561_C1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_C1_B1_R2-GRCh38.bam	FAIL	NO
C561_C1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_C1_G10_R1-GRCh38.bam	FAIL	NO
C561_C1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_C1_G10_R2-GRCh38.bam	FAIL	NO
C561_C1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_C1_G9_R1-GRCh38.bam	FAIL	NO
C561_D1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_D1_B1_R1-GRCh38.bam	FAIL	NO
C561_D1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_D1_G10_R1-GRCh38.bam	FAIL	NO
C561_D1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_D1_G3_R1-GRCh38.bam	FAIL	NO
C561_D1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_D1_G8_R1-GRCh38.bam	FAIL	NO
C561_E1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_E1_B1_R1-GRCh38.bam	FAIL	NO
C561_E1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_E1_B1_R2-GRCh38.bam	FAIL	NO
C561_E1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_E1_G1_R1-GRCh38.bam	PASS	USE
C561_E1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_E1_G2_R1-GRCh38.bam	FAIL	NO
C561_E1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C561/rna/star_alignment/validated/EPICC_C561_E1_G2_R2-GRCh38.bam	FAIL	NO
C562_A1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_A1_B1_R1-GRCh38.bam	FAIL	NO
C562_A1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_A1_G1_R1-GRCh38.bam	FAIL	NO
C562_A1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_A1_G2_R1-GRCh38.bam	PASS	NO
C562_A1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_A1_G2_R2-GRCh38.bam	PASS	USE
C562_A1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_A1_G3_R1-GRCh38.bam	FAIL	NO
C562_A1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_A1_G4_R1-GRCh38.bam	FAIL	NO
C562_A1_G5	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_A1_G5_R1-GRCh38.bam	FAIL	NO
C562_A1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_A1_G6_R1-GRCh38.bam	FAIL	NO
C562_A1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_A1_G7_R1-GRCh38.bam	FAIL	NO
C562_A1_G8	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_A1_G8_R1-GRCh38.bam	FAIL	NO
C562_A1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_A1_G9_R1-GRCh38.bam	FAIL	NO
C562_B1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_B1_B1_R1-GRCh38.bam	FAIL	NO
C562_B1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_B1_G10_R1-GRCh38.bam	FAIL	NO
C562_B1_G1	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_B1_G1_R1-GRCh38.bam	FAIL	NO
C562_B1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_B1_G2_R1-GRCh38.bam	FAIL	NO
C562_B1_G2	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_B1_G2_R2-GRCh38.bam	FAIL	NO
C562_B1_G7	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_B1_G7_R1-GRCh38.bam	FAIL	NO
C562_C1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_C1_B1_R1-GRCh38.bam	FAIL	NO
C562_C1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_C1_B1_R2-GRCh38.bam	FAIL	NO
C562_C1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_C1_G3_R1-GRCh38.bam	FAIL	NO
C562_C1_G4	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_C1_G4_R1-GRCh38.bam	FAIL	NO
C562_D1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_D1_B1_R1-GRCh38.bam	FAIL	NO
C562_D1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_D1_G10_R1-GRCh38.bam	FAIL	NO
C562_D1_G10	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_D1_G10_R2-GRCh38.bam	FAIL	NO
C562_D1_G3	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_D1_G3_R1-GRCh38.bam	FAIL	NO
C562_D1_G6	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_D1_G6_R1-GRCh38.bam	FAIL	NO
C562_D1_G9	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_D1_G9_R1-GRCh38.bam	FAIL	NO
C562_E1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_E1_B1_R1-GRCh38.bam	FAIL	NO
C562_E1_B1	/SAN/colcc/EPICC/epicc_pipeline/data/C562/rna/star_alignment/validated/EPICC_C562_E1_B1_R2-GRCh38.bam	FAIL	NO
